Well_ID,Basin,Well_Type,Phase,Depth_From_m,Depth_To_m,Meterage_Drilled_m,Duration_Hours,NPT_Hours,ROP_m_per_hr,Mud_Weight_ppg,Formation,Formation_Hardness,Equipment_Failures,Weather_Severity,Daily_Rig_Rate_USD,Materials_Cost_USD,Service_Cost_USD,Total_Cost_USD
W0004,Bakken,Appraisal,Drilling,0,799,799,16.94,0.38,64.2,11.42,Sandstone,2,0,1,31535,25035,12429,60221.76
W0004,Bakken,Appraisal,Rig Move,799,799,0,12.13,3.84,0.0,14.39,Dolomite,4,1,2,32304,22135,16983,60613.62
W0004,Bakken,Appraisal,Casing,799,799,0,11.68,1.03,0.0,15.01,Shale,4,0,3,29674,37453,10591,63758.86
W0004,Bakken,Appraisal,Rig Move,799,799,0,6.41,0.41,0.0,9.82,Sandstone,5,0,5,20616,46022,3604,55484.38
W0004,Bakken,Appraisal,Logging,799,799,0,7.87,0.0,0.0,8.53,Shale,2,0,2,23318,34685,25633,67964.36
W0004,Bakken,Appraisal,Logging,799,799,0,16.37,0.61,0.0,12.72,Shale,6,0,6,27454,46020,17151,82594.71
W0004,Bakken,Appraisal,Completion,799,799,0,16.79,5.93,0.0,10.72,Dolomite,9,1,1,30846,26254,13006,68460.88
W0004,Bakken,Appraisal,Rig Move,799,799,0,4.3,0.0,0.0,10.72,Limestone,8,0,1,45357,35696,9743,53565.46
W0004,Bakken,Appraisal,Rig Move,799,799,0,6.3,0.4,0.0,15.44,Shale,9,0,2,37814,39923,15711,66190.41
W0004,Bakken,Appraisal,Rig Move,799,799,0,6.03,7.4,0.0,10.41,Limestone,9,1,1,32451,27273,5796,51228.04
W0004,Bakken,Appraisal,Cementing,799,799,0,14.62,0.44,0.0,10.12,Dolomite,2,0,5,37837,3543,18275,45560.72
W0004,Bakken,Appraisal,Logging,799,799,0,12.86,0.49,0.0,13.81,Limestone,8,0,3,35979,36562,23130,79705.32
W0004,Bakken,Appraisal,Cementing,799,799,0,4.2,0.33,0.0,9.16,Dolomite,9,0,2,32578,21972,12830,40951.1
W0004,Bakken,Appraisal,Completion,799,799,0,6.39,0.16,0.0,14.89,Dolomite,7,0,4,40459,10777,27677,49495.94
W0004,Bakken,Appraisal,Setup,799,799,0,18.05,0.34,0.0,13.62,Limestone,3,0,4,34094,5349,22509,53982.53
W0004,Bakken,Appraisal,Logging,799,799,0,18.46,0.15,0.0,13.71,Sandstone,9,0,6,35086,5893,1094,34193.27
W0004,Bakken,Appraisal,Tripping,799,799,0,15.51,0.27,0.0,12.76,Limestone,2,0,2,49376,31706,10254,74424.72
W0004,Bakken,Appraisal,Casing,799,799,0,18.97,0.85,0.0,9.42,Shale,5,0,4,30141,19483,11517,55891.44
W0004,Bakken,Appraisal,Drilling,799,1652,853,17.01,0.27,57.67,9.91,Shale,3,0,3,37526,44170,10970,82158.72
W0004,Bakken,Appraisal,Completion,1652,1652,0,8.15,0.0,0.0,13.07,Limestone,3,0,5,35660,5402,28820,46331.54
W0005,Bakken,Development,Rig Move,0,0,0,16.24,0.41,0.0,15.17,Dolomite,3,0,3,23156,49243,18804,84111.48
W0005,Bakken,Development,Casing,0,0,0,12.85,0.0,0.0,12.3,Limestone,2,0,4,24133,37405,18885,69211.21
W0005,Bakken,Development,Setup,0,0,0,17.63,0.0,0.0,11.33,Shale,2,0,3,42194,15505,25589,72089.01
W0005,Bakken,Development,Rig Move,0,0,0,19.06,0.0,0.0,10.35,Sandstone,8,0,1,43170,36610,3911,74805.17
W0005,Bakken,Development,Logging,0,0,0,11.2,0.69,0.0,10.88,Dolomite,6,0,2,24022,42715,17654,72269.9
W0005,Bakken,Development,Casing,0,0,0,6.58,0.76,0.0,12.12,Shale,6,0,7,27452,1150,23543,33088.74
W0005,Bakken,Development,Tripping,0,0,0,10.95,0.5,0.0,15.17,Shale,5,0,5,25475,47660,3593,63406.7
W0005,Bakken,Development,Setup,0,0,0,8.05,0.83,0.0,10.75,Dolomite,3,0,4,36632,8696,27588,49837.84
W0005,Bakken,Development,Casing,0,0,0,12.51,0.0,0.0,11.78,Limestone,2,0,5,24276,41097,24690,78440.86
W0005,Bakken,Development,Logging,0,0,0,4.8,0.56,0.0,13.76,Limestone,3,0,8,47619,33220,19058,62912.91
W0005,Bakken,Development,Logging,0,0,0,14.22,0.53,0.0,11.71,Sandstone,8,1,2,28419,14763,26465,58693.84
W0005,Bakken,Development,Logging,0,0,0,10.29,0.0,0.0,11.73,Shale,3,0,4,24569,21282,22059,53874.96
W0005,Bakken,Development,Cementing,0,0,0,19.2,0.71,0.0,8.78,Dolomite,7,0,6,22720,34226,29599,82673.13
W0005,Bakken,Development,Completion,0,0,0,14.56,7.27,0.0,13.67,Shale,5,2,3,46774,36010,11623,90177.85
W0005,Bakken,Development,Tripping,0,0,0,12.14,1.01,0.0,11.36,Shale,9,0,6,25684,32706,12678,59456.69
W0005,Bakken,Development,Tripping,0,0,0,14.68,0.68,0.0,10.79,Dolomite,5,0,3,23774,15946,1573,32734.36
W0005,Bakken,Development,Setup,0,0,0,14.69,2.57,0.0,13.22,Shale,3,1,8,42976,7794,9135,47835.91
W0005,Bakken,Development,Completion,0,0,0,15.22,0.0,0.0,12.88,Sandstone,9,0,7,26075,37530,8398,62463.9
W0005,Bakken,Development,Drilling,0,584,584,18.81,1.39,36.94,15.05,Dolomite,7,0,9,40562,18765,13874,66778.68
W0005,Bakken,Development,Logging,584,584,0,11.84,0.0,0.0,14.97,Dolomite,4,0,3,44274,12966,12682,47489.84
W0005,Bakken,Development,Drilling,584,1760,1176,42.04,5.83,30.44,10.3,Shale,8,1,9,38186,32596,19380,128141.16
W0005,Bakken,Development,Tripping,1760,1760,0,17.06,0.08,0.0,10.85,Shale,6,0,4,32299,18933,1217,43216.87
W0005,Bakken,Development,Logging,1760,1760,0,16.39,0.69,0.0,9.58,Sandstone,3,0,8,33518,49931,9307,83091.64
W0005,Bakken,Development,Rig Move,1760,1760,0,6.21,13.5,0.0,13.14,Shale,5,2,4,38590,24332,26660,82684.04
W0005,Bakken,Development,Rig Move,1760,1760,0,10.78,0.8,0.0,15.44,Limestone,7,0,8,28852,34621,24097,72639.09
W0006,Permian,Development,Rig Move,0,0,0,19.63,0.67,0.0,8.86,Shale,6,0,1,22855,9713,13318,42362.52
W0006,Permian,Development,Cementing,0,0,0,17.14,4.74,0.0,11.94,Dolomite,8,1,4,27056,37692,21719,84077.05
W0006,Permian,Development,Setup,0,0,0,6.46,4.54,0.0,8.5,Sandstone,9,1,3,24317,25991,2531,39667.29
W0006,Permian,Development,Tripping,0,0,0,14.44,0.65,0.0,14.26,Dolomite,8,0,7,20790,8196,2889,24156.71
W0006,Permian,Development,Casing,0,0,0,10.31,0.53,0.0,12.03,Limestone,6,0,5,44575,17037,22817,59987.04
W0006,Permian,Development,Logging,0,0,0,7.51,0.51,0.0,9.73,Sandstone,7,0,5,48855,6826,23032,46183.71
W0006,Permian,Development,Setup,0,0,0,19.85,0.0,0.0,11.25,Sandstone,3,0,1,44693,9798,14013,60775.84
W0006,Permian,Development,Completion,0,0,0,7.53,6.37,0.0,12.36,Limestone,9,1,9,27557,37001,1187,54148.1
W0006,Permian,Development,Tripping,0,0,0,4.79,0.0,0.0,11.43,Shale,8,0,4,41315,31339,8545,48129.79
W0006,Permian,Development,Logging,0,0,0,10.17,1.01,0.0,13.24,Limestone,2,0,8,24874,16422,14063,42072.14
W0006,Permian,Development,Logging,0,0,0,18.31,0.71,0.0,11.79,Dolomite,2,0,4,20032,42151,26817,84843.36
W0006,Permian,Development,Tripping,0,0,0,7.44,0.29,0.0,9.19,Sandstone,8,0,9,29034,34296,1782,45429.37
W0006,Permian,Development,Tripping,0,0,0,6.16,0.0,0.0,8.89,Limestone,3,0,1,32682,17846,11462,37696.38
W0006,Permian,Development,Drilling,0,560,560,17.02,0.0,49.26,12.84,Shale,4,0,3,26161,3492,4344,26388.51
W0006,Permian,Development,Rig Move,560,560,0,12.42,8.33,0.0,15.14,Shale,3,1,8,26299,20661,2807,46205.68
W0006,Permian,Development,Rig Move,560,560,0,19.66,0.94,0.0,12.59,Shale,6,0,9,44185,40459,12528,90912.46
W0006,Permian,Development,Setup,560,560,0,5.65,0.0,0.0,11.52,Shale,7,0,3,37322,18574,20334,47694.22
W0006,Permian,Development,Logging,560,560,0,9.27,5.32,0.0,13.11,Shale,7,1,4,47803,19800,14392,63252.24
W0006,Permian,Development,Casing,560,560,0,10.06,0.06,0.0,10.0,Shale,4,0,3,35019,36432,29085,80283.35
W0006,Permian,Development,Logging,560,560,0,17.23,1.03,0.0,8.87,Limestone,6,0,7,42666,6125,20399,58985.71
W0006,Permian,Development,Completion,560,560,0,4.07,2.48,0.0,13.7,Sandstone,8,1,4,47402,28570,3414,44920.8
W0006,Permian,Development,Setup,560,560,0,4.09,0.0,0.0,11.11,Dolomite,8,0,3,34892,44148,26484,76578.18
W0006,Permian,Development,Casing,560,560,0,16.4,0.43,0.0,14.49,Dolomite,2,0,3,27221,48305,3224,70617.73
W0006,Permian,Development,Logging,560,560,0,5.62,7.95,0.0,15.38,Limestone,3,1,9,37828,12978,17367,51733.58
W0006,Permian,Development,Casing,560,560,0,10.68,0.8,0.0,10.63,Shale,9,0,4,26636,42048,2998,57786.89
W0007,Marcellus,Development,Rig Move,0,0,0,15.04,0.62,0.0,12.83,Sandstone,2,0,9,35613,6566,11925,41728.48
W0007,Marcellus,Development,Rig Move,0,0,0,7.43,0.87,0.0,15.13,Sandstone,6,0,5,34767,17862,6386,36271.59
W0007,Marcellus,Development,Setup,0,0,0,14.43,7.29,0.0,11.52,Shale,5,1,3,44269,18630,13441,72134.45
W0007,Marcellus,Development,Rig Move,0,0,0,15.29,6.67,0.0,14.36,Dolomite,3,2,5,31661,3210,10017,42196.82
W0007,Marcellus,Development,Completion,0,0,0,12.56,7.51,0.0,11.62,Dolomite,2,1,3,21794,35686,12519,66430.23
W0007,Marcellus,Development,Rig Move,0,0,0,7.03,0.34,0.0,13.45,Dolomite,3,0,9,25996,5620,20544,34146.94
W0007,Marcellus,Development,Casing,0,0,0,16.73,9.93,0.0,15.3,Shale,8,2,2,49276,48303,27068,130108.42
W0007,Marcellus,Development,Cementing,0,0,0,10.18,0.55,0.0,13.96,Sandstone,8,0,5,23422,5397,21991,37859.59
W0007,Marcellus,Development,Cementing,0,0,0,4.56,0.0,0.0,10.03,Shale,5,0,2,47920,14849,29296,53249.8
W0007,Marcellus,Development,Casing,0,0,0,4.79,2.73,0.0,14.89,Limestone,7,1,9,24452,10561,5309,23531.63
W0007,Marcellus,Development,Drilling,0,788,788,24.65,1.23,38.32,10.08,Sandstone,6,0,6,23827,18047,4253,47993.45
W0007,Marcellus,Development,Tripping,788,788,0,16.33,0.8,0.0,13.07,Sandstone,5,0,6,48370,31205,10301,76030.09
W0007,Marcellus,Development,Cementing,788,788,0,15.55,0.26,0.0,11.98,Sandstone,3,0,4,42890,10207,24842,63302.79
W0007,Marcellus,Development,Casing,788,788,0,19.92,0.66,0.0,8.97,Limestone,6,0,1,35245,46164,13231,89617.59
W0007,Marcellus,Development,Casing,788,788,0,4.81,1.06,0.0,8.92,Shale,3,0,3,34831,44941,9202,62662.08
W0007,Marcellus,Development,Logging,788,788,0,14.21,7.74,0.0,13.14,Dolomite,8,1,7,39445,15780,11082,62937.74
W0007,Marcellus,Development,Cementing,788,788,0,10.8,0.92,0.0,10.01,Shale,9,0,9,21369,37092,15205,62732.19
W0007,Marcellus,Development,Casing,788,788,0,14.03,0.3,0.0,9.28,Sandstone,7,0,4,23934,36889,8905,60084.59
W0007,Marcellus,Development,Completion,788,788,0,8.66,0.26,0.0,9.73,Limestone,8,0,2,41829,38266,5914,59726.44
W0007,Marcellus,Development,Logging,788,788,0,8.37,0.79,0.0,13.44,Sandstone,4,0,8,34352,35647,16956,65714.01
W0007,Marcellus,Development,Rig Move,788,788,0,17.04,4.35,0.0,9.73,Shale,5,1,5,28305,12796,10849,48871.83
W0007,Marcellus,Development,Setup,788,788,0,16.03,0.47,0.0,11.57,Limestone,5,0,4,31761,18909,4795,45539.69
W0007,Marcellus,Development,Drilling,788,1481,693,29.02,0.0,27.14,12.79,Shale,8,0,4,42894,31556,29966,113387.99
W0007,Marcellus,Development,Completion,1481,1481,0,5.3,0.94,0.0,12.48,Shale,8,1,9,34060,25221,15266,49342.6
W0007,Marcellus,Development,Logging,1481,1481,0,7.6,0.0,0.0,14.61,Sandstone,6,0,6,45098,38756,29849,82886.03
W0008,North Sea,Exploration,Drilling,0,1004,1004,21.3,0.68,54.05,9.87,Limestone,3,0,4,38188,11556,5924,52453.84
W0008,North Sea,Exploration,Rig Move,1004,1004,0,17.35,0.54,0.0,10.35,Dolomite,7,0,9,42196,9597,7543,48593.6
W0008,North Sea,Exploration,Completion,1004,1004,0,17.03,0.38,0.0,10.35,Sandstone,9,0,7,24201,17768,28971,64294.81
W0008,North Sea,Exploration,Tripping,1004,1004,0,16.41,0.39,0.0,8.53,Sandstone,9,0,4,42136,41921,25390,96806.2
W0008,North Sea,Exploration,Casing,1004,1004,0,7.33,0.68,0.0,11.27,Shale,6,0,4,49822,38613,3582,58823.09
W0008,North Sea,Exploration,Cementing,1004,1004,0,7.13,0.0,0.0,13.33,Limestone,3,0,4,42231,43228,16266,72040.13
W0008,North Sea,Exploration,Setup,1004,1004,0,18.77,0.0,0.0,9.18,Shale,9,0,2,32355,5261,22882,53447.31
W0008,North Sea,Exploration,Tripping,1004,1004,0,11.42,0.3,0.0,10.36,Dolomite,3,0,2,26352,45472,16626,74966.56
W0008,North Sea,Exploration,Casing,1004,1004,0,19.1,1.66,0.0,11.29,Shale,4,0,2,27641,20740,25553,70202.46
W0008,North Sea,Exploration,Rig Move,1004,1004,0,16.53,0.3,0.0,10.09,Dolomite,2,0,2,38426,42698,8196,77840.23
W0008,North Sea,Exploration,Casing,1004,1004,0,13.9,0.79,0.0,15.07,Sandstone,2,0,8,46022,6966,23644,58779.3
W0008,North Sea,Exploration,Cementing,1004,1004,0,15.92,5.94,0.0,12.02,Sandstone,9,1,4,32708,6774,29616,66181.54
W0008,North Sea,Exploration,Cementing,1004,1004,0,16.59,1.14,0.0,13.25,Shale,6,0,5,37479,38940,22359,88986.61
W0008,North Sea,Exploration,Casing,1004,1004,0,18.69,15.43,0.0,15.41,Shale,8,2,2,30666,32272,20119,95987.83
W0008,North Sea,Exploration,Setup,1004,1004,0,16.6,3.48,0.0,10.61,Sandstone,2,1,6,32371,24522,26622,78227.74
W0008,North Sea,Exploration,Logging,1004,1004,0,14.54,0.26,0.0,12.44,Limestone,3,0,4,33663,11787,27618,60163.85
W0008,North Sea,Exploration,Casing,1004,1004,0,17.84,0.43,0.0,8.86,Shale,5,0,5,21656,21402,28409,66296.63
W0008,North Sea,Exploration,Cementing,1004,1004,0,18.17,3.02,0.0,10.12,Sandstone,6,1,3,32286,39184,24172,91861.85
W0008,North Sea,Exploration,Tripping,1004,1004,0,14.17,0.52,0.0,11.65,Sandstone,2,0,4,48755,6038,14807,50687.12
W0008,North Sea,Exploration,Cementing,1004,1004,0,9.59,5.19,0.0,14.95,Dolomite,4,1,2,27893,48644,5918,71739.44
W0008,North Sea,Exploration,Logging,1004,1004,0,5.44,0.47,0.0,9.02,Sandstone,4,0,8,25074,4002,29704,39880.47
W0008,North Sea,Exploration,Setup,1004,1004,0,16.39,0.75,0.0,13.49,Limestone,6,0,8,29225,32284,13759,66914.52
W0008,North Sea,Exploration,Tripping,1004,1004,0,6.72,0.76,0.0,10.22,Dolomite,5,0,7,30381,21674,5452,36594.75
W0008,North Sea,Exploration,Logging,1004,1004,0,17.7,0.46,0.0,13.32,Sandstone,7,0,3,26195,16075,22827,58722.88
W0008,North Sea,Exploration,Cementing,1004,1004,0,8.64,1.05,0.0,12.86,Dolomite,9,0,2,28850,22818,18699,53165.19
W0009,Permian,Exploration,Cementing,0,0,0,5.19,0.63,0.0,11.59,Sandstone,6,0,7,33055,5248,29886,43149.84
W0009,Permian,Exploration,Logging,0,0,0,16.17,5.86,0.0,15.0,Dolomite,7,1,7,27111,5049,18971,48905.64
W0009,Permian,Exploration,Tripping,0,0,0,15.8,0.55,0.0,11.95,Dolomite,9,0,5,40058,24597,15924,67810.51
W0009,Permian,Exploration,Casing,0,0,0,6.89,0.07,0.0,11.52,Shale,5,0,9,48865,29766,1016,44952.85
W0009,Permian,Exploration,Logging,0,0,0,13.12,0.42,0.0,10.78,Limestone,6,0,7,49004,9200,12649,49495.42
W0009,Permian,Exploration,Tripping,0,0,0,18.49,4.82,0.0,15.49,Dolomite,7,1,3,32367,25112,25642,82190.45
